"id_provincia","year","value"
32,1993,0
34,1993,0
35,1993,5
36,1993,0
26,1993,0
37,1993,1
40,1993,0
41,1993,5
42,1993,4
43,1993,1
38,1993,0
44,1993,0
45,1993,0
46,1993,31
47,1993,0
48,1993,0
49,1993,0
50,1993,0
1,1994,0
2,1994,1
3,1994,2
4,1994,0
33,1994,2
5,1994,0
6,1994,1
7,1994,3
8,1994,3
9,1994,2
10,1994,0
11,1994,1
39,1994,0
12,1994,0
51,1994,0
13,1994,0
14,1994,4
15,1994,0
16,1994,0
17,1994,1
18,1994,1
19,1994,1
20,1994,0
21,1994,2
22,1994,0
23,1994,0
24,1994,2
25,1994,0
27,1994,2
28,1994,10
29,1994,0
52,1994,0
30,1994,1
31,1994,0
32,1994,0
34,1994,2
35,1994,1
36,1994,0
26,1994,1
37,1994,1
40,1994,0
41,1994,6
42,1994,1
43,1994,1
38,1994,1
44,1994,0
45,1994,0
46,1994,20
47,1994,0
48,1994,2
49,1994,0
50,1994,2
1,1995,1
2,1995,0
3,1995,0
4,1995,0
33,1995,0
5,1995,0
6,1995,0
7,1995,2
8,1995,2
9,1995,0
10,1995,0
11,1995,4
39,1995,0
12,1995,0
51,1995,0
13,1995,0
14,1995,1
15,1995,0
16,1995,0
17,1995,0
18,1995,5
19,1995,0
20,1995,0
21,1995,4
22,1995,0
23,1995,1
24,1995,1
25,1995,0
27,1995,0
28,1995,14
29,1995,1
52,1995,0
30,1995,0
31,1995,3
32,1995,0
34,1995,0
35,1995,0
36,1995,1
26,1995,0
37,1995,0
40,1995,0
41,1995,5
42,1995,0
43,1995,1
38,1995,6
44,1995,0
45,1995,1
46,1995,5
47,1995,1
48,1995,5
49,1995,1
50,1995,1
1,1996,0
2,1996,0
3,1996,0
4,1996,3
33,1996,2
5,1996,0
6,1996,0
7,1996,1
8,1996,6
9,1996,0
10,1996,0
11,1996,3
39,1996,0
12,1996,0
51,1996,0
13,1996,0
14,1996,0
15,1996,0
16,1996,0
17,1996,0
18,1996,9
19,1996,1
20,1996,1
21,1996,1
22,1996,1
23,1996,2
24,1996,2
25,1996,0
27,1996,0
28,1996,14
29,1996,0
52,1996,0
30,1996,0
31,1996,0
32,1996,1
34,1996,0
35,1996,1
36,1996,0
26,1996,0
37,1996,0
40,1996,0
41,1996,13
42,1996,0
43,1996,0
38,1996,0
44,1996,0
45,1996,1
46,1996,5
47,1996,0
48,1996,2
49,1996,0
50,1996,0
1,1997,0
2,1997,0
3,1997,0
4,1997,1
33,1997,3
5,1997,0
6,1997,0
7,1997,2
8,1997,3
9,1997,1
10,1997,0
11,1997,5
39,1997,1
12,1997,0
51,1997,0
13,1997,0
14,1997,2
15,1997,0
16,1997,0
17,1997,0
18,1997,3
19,1997,0
20,1997,0
21,1997,6
22,1997,0
23,1997,3
24,1997,1
25,1997,0
27,1997,0
28,1997,9
